,ORG,DST,SECTOR_ID,SDD,TOTAL_CORE,ORG_CTRY,DST_CTRY,ORG_REGION,DST_REGION,IN_SCOPE
69504,142,235,134,2014-03-05,18592036.0,197,172,180,201,1
69505,162,219,170,2015-01-19,18609926.0,110,197,201,180,1
69506,217,145,183,2016-10-13,18645992.0,197,166,180,201,1
69508,162,125,220,2016-09-14,18648704.0,110,144,201,137,1
69509,217,145,183,2013-10-22,18673723.0,197,166,180,201,1
69510,217,145,183,2015-08-20,18677914.0,197,166,180,201,1
69511,162,125,220,2014-08-16,18706112.0,110,144,201,137,1
69512,162,125,220,2014-01-14,18773142.0,110,144,201,137,1
69513,235,216,112,2014-09-22,18781699.0,172,153,201,149,1
69514,217,145,183,2016-10-20,18801055.0,197,166,180,201,1
69516,235,216,112,2014-05-26,18808728.0,172,153,201,149,1
69518,162,219,170,2014-03-06,18855996.0,110,197,201,180,1
69519,162,125,220,2014-05-27,18870885.0,110,144,201,137,1
69520,162,208,228,2014-11-22,18874975.0,110,181,201,149,1
69521,142,235,134,2014-03-27,18876672.0,197,172,180,201,1
69522,219,162,141,2013-10-18,18890392.0,197,110,180,201,1
69523,162,125,220,2016-06-22,18892684.0,110,144,201,137,1
69525,162,125,220,2015-05-19,18911759.0,110,144,201,137,1
69527,235,216,112,2013-10-14,18942327.0,172,153,201,149,1
69528,235,203,215,2013-10-12,18949158.0,172,124,201,149,1
69530,217,145,183,2016-04-14,18986747.0,197,166,180,201,1
69531,162,125,220,2015-07-28,19049282.0,110,144,201,137,1
69532,217,145,183,2016-10-25,19058296.0,197,166,180,201,1
69533,219,162,141,2013-03-11,19064048.0,197,110,180,201,1
69534,162,125,220,2016-03-05,19082129.0,110,144,201,137,1
69535,142,235,134,2014-08-29,19087214.0,197,172,180,201,1
69536,217,145,183,2015-06-01,19088875.0,197,166,180,201,1
69537,235,216,112,2014-09-29,19092174.0,172,153,201,149,1
69538,162,219,170,2014-07-08,19092792.0,110,197,201,180,1
69540,235,216,112,2014-10-20,19105029.0,172,153,201,149,1
69541,142,235,134,2014-03-07,19106559.0,197,172,180,201,1
69542,217,145,183,2014-07-01,19116404.0,197,166,180,201,1
69543,217,145,183,2016-07-07,19131704.0,197,166,180,201,1
69546,162,125,220,2015-04-04,19209881.0,110,144,201,137,1
69547,162,125,220,2014-01-07,19211115.0,110,144,201,137,1
69548,219,162,141,2013-10-10,19212864.0,197,110,180,201,1
69549,217,145,183,2016-08-17,19225532.0,197,166,180,201,1
69550,217,145,183,2013-08-10,19291329.0,197,166,180,201,1
69551,162,208,228,2015-10-17,19301376.0,110,181,201,149,1
69552,162,125,220,2016-04-17,19305516.0,110,144,201,137,1
69553,217,145,183,2014-11-18,19329994.0,197,166,180,201,1
69554,162,125,220,2015-04-21,19339226.0,110,144,201,137,1
69555,235,216,112,2014-12-30,19344776.0,172,153,201,149,1
69556,142,235,134,2014-07-18,19382905.0,197,172,180,201,1
69557,217,145,183,2015-03-06,19396339.0,197,166,180,201,1
69558,162,125,220,2015-12-04,19470529.0,110,144,201,137,1
69559,217,145,183,2016-10-21,19482452.0,197,166,180,201,1
69560,162,208,228,2016-09-24,19483697.0,110,181,201,149,1
69563,217,145,183,2016-08-26,19490413.0,197,166,180,201,1
69564,217,145,183,2014-11-20,19501801.0,197,166,180,201,1
69565,217,145,183,2014-05-08,19505298.0,197,166,180,201,1
69566,142,235,134,2014-08-15,19514181.0,197,172,180,201,1
69567,142,235,134,2015-07-30,19522838.0,197,172,180,201,1
69568,235,216,112,2016-08-16,19570025.0,172,153,201,149,1
69569,142,235,134,2014-08-19,19588895.0,197,172,180,201,1
69570,142,235,134,2015-08-14,19593774.0,197,172,180,201,1
69572,162,125,220,2015-08-03,19610074.0,110,144,201,137,1
69573,217,145,183,2016-06-28,19617122.0,197,166,180,201,1
69574,142,235,134,2014-07-15,19621026.0,197,172,180,201,1
69575,219,162,141,2013-10-15,19637572.0,197,110,180,201,1
69576,142,235,134,2015-07-04,19647152.0,197,172,180,201,1
69577,217,145,183,2016-08-23,19659068.0,197,166,180,201,1
69579,162,219,170,2016-09-05,19696096.0,110,197,201,180,1
69580,162,125,220,2014-09-16,19711717.0,110,144,201,137,1
69581,217,145,183,2016-10-03,19725139.0,197,166,180,201,1
69582,162,125,220,2014-09-23,19752872.0,110,144,201,137,1
69583,235,216,112,2015-06-01,19769036.0,172,153,201,149,1
69585,162,125,220,2015-01-03,19785472.0,110,144,201,137,1
69586,142,235,134,2014-01-08,19798427.0,197,172,180,201,1
69587,235,216,112,2014-07-07,19814357.0,172,153,201,149,1
69588,142,235,134,2014-02-14,19839224.0,197,172,180,201,1
69589,162,125,220,2014-02-18,19850229.0,110,144,201,137,1
69590,162,125,220,2016-08-16,19861084.0,110,144,201,137,1
69592,162,208,228,2015-10-24,19895134.0,110,181,201,149,1
69593,217,145,183,2016-02-08,19905362.0,197,166,180,201,1
69594,235,216,112,2014-10-06,19910522.0,172,153,201,149,1
69596,142,235,134,2014-02-27,19926662.0,197,172,180,201,1
69598,142,235,134,2014-09-19,19953598.0,197,172,180,201,1
69599,217,145,183,2016-12-08,19972629.0,197,166,180,201,1
69600,217,145,183,2016-09-02,19981399.0,197,166,180,201,1
69601,235,216,112,2014-11-08,19987726.0,172,153,201,149,1
69602,217,145,183,2014-10-21,19999285.0,197,166,180,201,1
69603,162,219,170,2016-08-17,19999318.0,110,197,201,180,1
69604,217,145,183,2015-04-11,20014325.0,197,166,180,201,1
69605,235,216,112,2014-10-03,20030968.0,172,153,201,149,1
69606,162,208,228,2015-02-21,20032951.0,110,181,201,149,1
69608,162,219,170,2014-02-09,20035532.0,110,197,201,180,1
69609,217,145,183,2016-02-06,20059346.0,197,166,180,201,1
69610,162,208,228,2016-04-23,20063968.0,110,181,201,149,1
69611,142,235,134,2015-07-08,20068348.0,197,172,180,201,1
69612,217,145,183,2015-08-18,20073878.0,197,166,180,201,1
69613,162,125,220,2015-03-10,20081748.0,110,144,201,137,1
69614,162,125,220,2013-12-11,20103863.0,110,144,201,137,1
69615,162,219,170,2015-04-23,20106031.0,110,197,201,180,1
69616,142,235,134,2014-12-11,20115197.0,197,172,180,201,1
69617,217,145,183,2016-03-18,20128545.0,197,166,180,201,1
69618,142,235,134,2014-03-19,20136598.0,197,172,180,201,1
69619,162,125,220,2015-12-08,20155088.0,110,144,201,137,1
69620,162,125,220,2016-10-09,20160204.0,110,144,201,137,1
69621,162,125,220,2013-10-15,20179564.0,110,144,201,137,1
69622,142,235,134,2014-09-09,20186885.0,197,172,180,201,1
69623,217,145,183,2016-12-07,20188692.0,197,166,180,201,1
69624,162,125,220,2015-10-27,20199912.0,110,144,201,137,1
69626,142,235,134,2016-07-27,20226834.0,197,172,180,201,1
69628,162,208,228,2015-07-02,20244512.0,110,181,201,149,1
69631,145,219,168,2016-06-24,20261246.0,166,197,201,180,1
69632,142,235,134,2014-10-06,20262428.0,197,172,180,201,1
69633,162,219,170,2014-12-31,20276144.0,110,197,201,180,1
69634,162,219,170,2015-01-15,20316658.0,110,197,201,180,1
69635,142,235,134,2015-07-31,20328978.0,197,172,180,201,1
69637,217,145,183,2016-05-24,20346095.0,197,166,180,201,1
69638,162,125,220,2015-09-27,20356824.0,110,144,201,137,1
69640,217,145,183,2015-02-06,20356929.0,197,166,180,201,1
69641,217,145,183,2015-07-28,20376015.0,197,166,180,201,1
69642,162,219,170,2015-02-26,20396418.0,110,197,201,180,1
69643,162,125,220,2014-01-21,20402447.0,110,144,201,137,1
69644,235,195,151,2016-10-26,20406872.0,172,117,201,174,1
69646,217,145,183,2014-12-11,20460375.0,197,166,180,201,1
69647,142,235,134,2015-07-01,20468317.0,197,172,180,201,1
69648,142,235,134,2014-05-08,20488827.0,197,172,180,201,1
69649,162,125,220,2016-10-23,20496352.0,110,144,201,137,1
69650,219,235,113,2013-09-29,20501992.0,197,172,180,201,1
69652,235,179,212,2016-08-16,20508719.0,172,132,201,132,1
69654,235,216,112,2015-05-15,20529023.0,172,153,201,149,1
69655,162,208,228,2014-12-20,20536795.0,110,181,201,149,1
69656,217,145,183,2016-04-13,20562688.0,197,166,180,201,1
69657,235,216,112,2016-05-17,20573484.0,172,153,201,149,1
69658,162,125,220,2016-05-27,20575968.0,110,144,201,137,1
69659,162,219,170,2015-01-13,20581728.0,110,197,201,180,1
69660,162,219,170,2014-11-11,20582224.0,110,197,201,180,1
69662,142,235,134,2014-10-07,20630628.0,197,172,180,201,1
69663,235,216,112,2016-05-27,20639254.0,172,153,201,149,1
69665,142,235,134,2014-08-13,20652675.0,197,172,180,201,1
69666,217,145,183,2015-05-08,20682189.0,197,166,180,201,1
69667,217,145,183,2015-08-19,20683482.0,197,166,180,201,1
69668,235,216,112,2016-05-20,20689618.0,172,153,201,149,1
69672,142,235,134,2014-04-06,20702096.0,197,172,180,201,1
69674,162,125,220,2016-09-21,20733563.0,110,144,201,137,1
69675,217,145,183,2016-11-10,20769484.0,197,166,180,201,1
69677,162,208,228,2015-09-19,20801152.0,110,181,201,149,1
69678,142,235,134,2014-11-09,20837586.0,197,172,180,201,1
69680,217,145,183,2013-07-11,20849215.0,197,166,180,201,1
69681,217,145,183,2015-05-27,20853716.0,197,166,180,201,1
69682,235,216,112,2014-12-08,20860929.0,172,153,201,149,1
69683,162,125,220,2016-07-07,20866325.0,110,144,201,137,1
69685,162,125,220,2016-03-22,20905377.0,110,144,201,137,1
69687,219,162,141,2014-05-10,20922802.0,197,110,180,201,1
69688,162,125,220,2015-06-09,20947158.0,110,144,201,137,1
69689,162,219,170,2016-07-01,20953844.0,110,197,201,180,1
69690,217,145,183,2014-11-13,20965651.0,197,166,180,201,1
69691,219,162,141,2013-01-10,20988726.0,197,110,180,201,1
69692,235,195,151,2015-11-17,20988939.0,172,117,201,174,1
69693,219,162,141,2014-07-27,20993609.0,197,110,180,201,1
69694,217,145,183,2013-10-29,21004588.0,197,166,180,201,1
69695,142,235,134,2015-01-28,21009949.0,197,172,180,201,1
69697,162,219,170,2014-12-08,21030835.0,110,197,201,180,1
69698,162,208,228,2015-11-21,21044408.0,110,181,201,149,1
69699,162,125,220,2014-10-09,21051647.0,110,144,201,137,1
69700,217,145,183,2015-10-30,21066685.0,197,166,180,201,1
69701,162,125,220,2014-04-23,21072348.0,110,144,201,137,1
69702,235,216,112,2016-06-24,21076008.0,172,153,201,149,1
69703,142,235,134,2014-06-25,21084814.0,197,172,180,201,1
69704,162,219,170,2014-07-22,21086926.0,110,197,201,180,1
69707,235,216,112,2013-12-10,21136008.0,172,153,201,149,1
69708,142,235,134,2015-11-04,21150129.0,197,172,180,201,1
69711,142,235,134,2014-05-14,21184453.0,197,172,180,201,1
69712,217,145,183,2016-03-22,21185426.0,197,166,180,201,1
69713,142,235,134,2015-08-05,21194839.0,197,172,180,201,1
69715,235,216,112,2015-09-21,21198912.0,172,153,201,149,1
69716,162,125,220,2015-01-13,21210366.0,110,144,201,137,1
69717,162,125,220,2016-08-09,21217072.0,110,144,201,137,1
69718,162,125,220,2016-09-30,21219698.0,110,144,201,137,1
69720,142,235,134,2015-06-03,21261031.0,197,172,180,201,1
69721,142,235,134,2014-12-07,21263965.0,197,172,180,201,1
69722,162,219,170,2014-07-15,21290158.0,110,197,201,180,1
69723,235,216,112,2015-12-10,21293988.0,172,153,201,149,1
69725,217,145,183,2016-04-08,21303662.0,197,166,180,201,1
69726,142,235,134,2015-04-08,21304973.0,197,172,180,201,1
69727,142,235,134,2014-10-04,21316824.0,197,172,180,201,1
69728,217,145,183,2016-03-17,21318252.0,197,166,180,201,1
69729,162,125,220,2014-06-28,21329136.0,110,144,201,137,1
69730,217,145,183,2014-12-18,21329817.0,197,166,180,201,1
69731,219,235,113,2014-09-21,21333712.0,197,172,180,201,1
69732,162,125,220,2014-07-20,21351968.0,110,144,201,137,1
69733,162,125,220,2014-05-20,21374928.0,110,144,201,137,1
69735,142,235,134,2014-10-22,21422699.0,197,172,180,201,1
69736,142,235,134,2015-10-04,21437019.0,197,172,180,201,1
69738,162,219,170,2014-11-25,21437475.0,110,197,201,180,1
69739,219,235,113,2014-09-28,21438498.0,197,172,180,201,1
69740,142,235,134,2014-08-23,21447512.0,197,172,180,201,1
69741,162,219,170,2014-05-20,21454562.0,110,197,201,180,1
69743,162,208,228,2015-05-23,21476608.0,110,181,201,149,1
69744,217,145,183,2016-08-31,21494506.0,197,166,180,201,1
69745,217,145,183,2016-04-22,21521248.0,197,166,180,201,1
69746,162,219,170,2015-04-08,21522156.0,110,197,201,180,1
69747,217,145,183,2014-12-23,21526964.0,197,166,180,201,1
69749,235,195,151,2016-09-29,21552287.0,172,117,201,174,1
69751,235,216,112,2014-11-07,21565356.0,172,153,201,149,1
69752,145,219,168,2015-10-30,21582753.0,166,197,201,180,1
69753,162,125,220,2016-05-25,21588368.0,110,144,201,137,1
69755,142,235,134,2014-04-07,21613199.0,197,172,180,201,1
69756,217,145,183,2016-07-06,21618069.0,197,166,180,201,1
69757,162,219,170,2014-05-11,21618195.0,110,197,201,180,1
69758,142,235,134,2014-10-05,21623162.0,197,172,180,201,1
69759,235,217,175,2014-11-25,21637807.0,172,197,201,180,1
69760,162,125,220,2016-01-07,21640592.0,110,144,201,137,1
69763,162,125,220,2016-02-06,21666504.0,110,144,201,137,1
69764,162,125,220,2014-11-18,21675625.0,110,144,201,137,1
69765,162,125,220,2016-09-15,21675788.0,110,144,201,137,1
69767,217,145,183,2014-11-11,21682325.0,197,166,180,201,1
69768,217,145,183,2014-10-12,21686384.0,197,166,180,201,1
69769,217,145,183,2016-10-27,21687274.0,197,166,180,201,1
69770,162,125,220,2013-03-12,21687894.0,110,144,201,137,1
69771,162,219,170,2014-11-18,21688692.0,110,197,201,180,1
69772,235,216,112,2013-09-30,21702595.0,172,153,201,149,1
69773,162,125,220,2015-03-02,21720811.0,110,144,201,137,1
69774,235,216,112,2013-02-12,21741645.0,172,153,201,149,1
69775,162,125,220,2016-11-06,21757411.0,110,144,201,137,1
69778,142,235,134,2015-03-06,21810388.0,197,172,180,201,1
69779,162,125,220,2013-08-12,21817816.0,110,144,201,137,1
69780,219,162,141,2015-08-03,21824567.0,197,110,180,201,1
69781,217,145,183,2016-05-19,21825194.0,197,166,180,201,1
69782,162,208,228,2014-12-13,21841908.0,110,181,201,149,1
69785,162,219,170,2014-11-27,21865407.0,110,197,201,180,1
69786,162,208,228,2015-11-14,21865469.0,110,181,201,149,1
69787,162,125,220,2014-02-25,21866578.0,110,144,201,137,1
69789,217,145,183,2016-08-19,21871224.0,197,166,180,201,1
69791,142,235,134,2014-10-28,21889482.0,197,172,180,201,1
69793,217,145,183,2016-09-23,21919966.0,197,166,180,201,1
69794,217,145,183,2015-11-11,21933376.0,197,166,180,201,1
69795,142,235,134,2015-04-06,21934176.0,197,172,180,201,1
69796,217,145,183,2016-06-21,21944104.0,197,166,180,201,1
69797,162,125,220,2016-05-05,21945348.0,110,144,201,137,1
69798,217,145,183,2016-07-21,21953652.0,197,166,180,201,1
69799,219,162,141,2013-09-26,21962178.0,197,110,180,201,1
69800,142,235,134,2014-06-09,21970391.0,197,172,180,201,1
69801,217,145,183,2016-04-19,21971424.0,197,166,180,201,1
69802,162,125,220,2014-10-21,22017472.0,110,144,201,137,1
69803,142,235,134,2015-03-04,22019812.0,197,172,180,201,1
69804,142,235,134,2015-06-11,22044933.0,197,172,180,201,1
69808,162,125,220,2015-09-05,22098847.0,110,144,201,137,1
69810,217,145,183,2016-03-15,22117516.0,197,166,180,201,1
69812,162,125,220,2016-10-29,22125608.0,110,144,201,137,1
69813,217,145,183,2013-11-27,22145651.0,197,166,180,201,1
69814,217,145,183,2015-09-30,22145756.0,197,166,180,201,1
69815,217,145,183,2016-04-21,22155377.0,197,166,180,201,1
69816,217,145,183,2015-04-06,22158968.0,197,166,180,201,1
69817,162,208,228,2015-03-10,22175251.0,110,181,201,149,1
69818,235,217,175,2014-02-13,22177608.0,172,197,201,180,1
69819,217,145,183,2014-02-10,22184533.0,197,166,180,201,1
69820,162,125,220,2016-09-16,22197173.0,110,144,201,137,1
69821,217,145,183,2015-06-08,22228445.0,197,166,180,201,1
69823,217,145,183,2016-09-03,22228642.0,197,166,180,201,1
69824,217,145,183,2015-08-27,22240912.0,197,166,180,201,1
69825,142,235,134,2015-11-03,22247732.0,197,172,180,201,1
69826,162,219,170,2014-07-23,22268272.0,110,197,201,180,1
69827,142,235,134,2016-05-25,22269156.0,197,172,180,201,1
69828,142,235,134,2015-12-08,22276847.0,197,172,180,201,1
69831,217,145,183,2015-11-20,22290499.0,197,166,180,201,1
69832,235,216,112,2016-08-19,22295604.0,172,153,201,149,1
69833,217,145,183,2016-12-05,22296855.0,197,166,180,201,1
69834,217,145,183,2015-11-17,22298132.0,197,166,180,201,1
69835,162,125,220,2014-02-21,22299852.0,110,144,201,137,1
69836,162,125,220,2016-08-31,22307044.0,110,144,201,137,1
69837,217,145,183,2016-06-07,22308007.0,197,166,180,201,1
69839,235,216,112,2014-07-10,22313961.0,172,153,201,149,1
69841,217,145,183,2016-06-22,22331984.0,197,166,180,201,1
69842,162,125,220,2014-10-01,22338347.0,110,144,201,137,1
69843,142,235,134,2014-03-29,22347055.0,197,172,180,201,1
69844,162,125,220,2014-09-21,22364984.0,110,144,201,137,1
69845,162,125,220,2015-11-28,22370086.0,110,144,201,137,1
69846,142,235,134,2015-12-11,22371535.0,197,172,180,201,1
69847,235,217,175,2014-07-31,22379531.0,172,197,201,180,1
69848,142,235,134,2015-01-20,22387352.0,197,172,180,201,1
69849,162,219,170,2016-08-20,22391085.0,110,197,201,180,1
69850,162,219,170,2015-02-19,22392174.0,110,197,201,180,1
69851,217,145,183,2014-11-27,22398323.0,197,166,180,201,1
69852,217,145,183,2016-10-08,22402312.0,197,166,180,201,1
69853,162,125,220,2014-07-09,22406976.0,110,144,201,137,1
69854,219,162,141,2013-09-24,22413128.0,197,110,180,201,1
69855,219,162,141,2013-10-17,22422276.0,197,110,180,201,1
69856,142,235,134,2015-11-08,22428134.0,197,172,180,201,1
69857,162,125,220,2014-07-31,22436588.0,110,144,201,137,1
69858,235,203,215,2014-09-16,22445975.0,172,124,201,149,1
69859,162,125,220,2014-08-06,22454554.0,110,144,201,137,1
69860,142,235,134,2015-10-11,22463288.0,197,172,180,201,1
69861,162,125,220,2015-12-09,22464624.0,110,144,201,137,1
69862,235,216,112,2015-10-19,22475704.0,172,153,201,149,1
69863,162,125,220,2014-09-09,22477633.0,110,144,201,137,1
69864,217,145,183,2016-09-13,22489069.0,197,166,180,201,1
69865,142,235,134,2015-08-19,22500572.0,197,172,180,201,1
69866,162,208,228,2015-10-31,22500602.0,110,181,201,149,1
69867,162,125,220,2015-03-09,22501487.0,110,144,201,137,1
69868,142,235,134,2015-06-02,22503085.0,197,172,180,201,1
69869,217,145,183,2013-11-13,22516135.0,197,166,180,201,1
69870,142,235,134,2014-01-07,22527904.0,197,172,180,201,1
69871,162,125,220,2014-04-15,22534573.0,110,144,201,137,1
69872,217,145,183,2016-09-20,22537247.0,197,166,180,201,1
69876,142,235,134,2014-11-11,22567738.0,197,172,180,201,1
69877,162,219,170,2014-04-29,22576277.0,110,197,201,180,1
69878,162,208,228,2016-12-03,22583313.0,110,181,201,149,1
69879,235,216,112,2013-09-28,22589008.0,172,153,201,149,1
69880,162,125,220,2014-03-09,22595056.0,110,144,201,137,1
69882,162,125,220,2015-02-01,22615532.0,110,144,201,137,1
69883,142,235,134,2016-09-08,22623006.0,197,172,180,201,1
69884,219,162,141,2015-05-24,22623295.0,197,110,180,201,1
69885,162,125,220,2014-04-29,22627567.0,110,144,201,137,1
69886,162,208,228,2016-04-16,22638491.0,110,181,201,149,1
69887,162,125,220,2015-09-26,22640208.0,110,144,201,137,1
69888,142,235,134,2015-11-13,22643368.0,197,172,180,201,1
69889,217,145,183,2013-05-12,22648794.0,197,166,180,201,1
69890,217,145,183,2016-03-24,22659028.0,197,166,180,201,1
69891,145,219,168,2016-05-20,22661323.0,166,197,201,180,1
69893,162,125,220,2016-09-29,22681548.0,110,144,201,137,1
69894,235,179,212,2014-06-14,22702764.0,172,132,201,132,1
69897,217,145,183,2013-04-12,22724648.0,197,166,180,201,1
69898,217,145,183,2016-09-27,22728444.0,197,166,180,201,1
69899,162,219,170,2015-05-03,22734905.0,110,197,201,180,1
69900,142,235,134,2015-04-17,22737101.0,197,172,180,201,1
69901,162,125,220,2016-06-24,22756242.0,110,144,201,137,1
69902,235,216,112,2014-02-21,22765113.0,172,153,201,149,1
69908,162,125,220,2014-03-25,22796651.0,110,144,201,137,1
69909,142,235,134,2014-12-12,22810085.0,197,172,180,201,1
69910,217,145,183,2015-09-29,22812564.0,197,166,180,201,1
69911,142,235,134,2014-12-18,22829683.0,197,172,180,201,1
69913,162,125,220,2014-11-04,22837052.0,110,144,201,137,1
69914,162,125,220,2015-03-31,22838046.0,110,144,201,137,1
69915,142,235,134,2015-01-29,22845136.0,197,172,180,201,1
69916,219,235,113,2016-09-25,22845632.0,197,172,180,201,1
69917,162,125,220,2016-10-19,22855256.0,110,144,201,137,1
69918,217,145,183,2016-10-26,22873435.0,197,166,180,201,1
69919,162,125,220,2015-10-02,22874856.0,110,144,201,137,1
69921,162,125,220,2016-03-31,22885475.0,110,144,201,137,1
69923,162,125,220,2014-11-06,22891166.0,110,144,201,137,1
69924,235,217,175,2015-01-09,22894392.0,172,197,201,180,1
69925,217,145,183,2016-03-23,22894543.0,197,166,180,201,1
69928,217,145,183,2013-11-12,22923561.0,197,166,180,201,1
69929,162,125,220,2015-03-06,22932841.0,110,144,201,137,1
69930,162,208,228,2015-01-08,22948559.0,110,181,201,149,1
69931,162,125,220,2014-07-29,22950726.0,110,144,201,137,1
69932,162,125,220,2015-03-22,22952705.0,110,144,201,137,1
69933,162,125,220,2016-04-15,22954144.0,110,144,201,137,1
69935,142,235,134,2014-02-12,22961128.0,197,172,180,201,1
69937,217,145,183,2016-10-14,22964605.0,197,166,180,201,1
69939,128,235,230,2015-02-24,22983075.0,126,172,174,201,1
69940,162,125,220,2015-09-09,22994305.0,110,144,201,137,1
69941,235,203,215,2016-07-06,22995954.0,172,124,201,149,1
69942,142,235,134,2015-08-21,22996976.0,197,172,180,201,1
69944,142,235,134,2014-07-31,23004399.0,197,172,180,201,1
69945,162,125,220,2015-07-01,23023758.0,110,144,201,137,1
69948,162,125,220,2015-07-03,23041662.0,110,144,201,137,1
69949,162,125,220,2016-10-01,23047795.0,110,144,201,137,1
69953,142,235,134,2016-08-03,23078208.0,197,172,180,201,1
69955,217,145,183,2015-10-28,23085649.0,197,166,180,201,1
69957,217,145,183,2013-11-26,23103672.0,197,166,180,201,1
69958,162,125,220,2015-10-09,23106052.0,110,144,201,137,1
69959,217,145,183,2016-07-27,23110166.0,197,166,180,201,1
69960,235,216,112,2014-09-12,23113079.0,172,153,201,149,1
69961,162,208,228,2015-11-28,23119978.0,110,181,201,149,1
69962,142,235,134,2015-06-08,23124344.0,197,172,180,201,1
69963,162,125,220,2015-09-20,23127226.0,110,144,201,137,1
69966,142,235,134,2014-11-06,23153568.0,197,172,180,201,1
69967,162,219,170,2015-08-13,23175594.0,110,197,201,180,1
69968,162,219,170,2014-05-31,23176712.0,110,197,201,180,1
69969,217,145,183,2016-06-15,23186324.0,197,166,180,201,1
69971,162,125,220,2015-11-24,23187996.0,110,144,201,137,1
69972,142,235,134,2014-04-18,23193982.0,197,172,180,201,1
69975,162,125,220,2016-02-04,23220184.0,110,144,201,137,1
69976,217,145,183,2015-09-15,23238715.0,197,166,180,201,1
69980,235,217,175,2014-12-23,23257106.0,172,197,201,180,1
69981,217,145,183,2015-01-10,23275495.0,197,166,180,201,1
69982,142,235,134,2015-04-22,23276921.0,197,172,180,201,1
69983,162,125,220,2015-10-03,23280254.0,110,144,201,137,1
69984,162,125,220,2016-09-22,23303878.0,110,144,201,137,1
69987,142,235,134,2015-04-21,23328088.0,197,172,180,201,1
69988,162,125,220,2015-05-27,23334895.0,110,144,201,137,1
69989,162,125,220,2015-10-01,23336232.0,110,144,201,137,1
69990,142,235,134,2014-11-25,23347952.0,197,172,180,201,1
69991,235,216,112,2016-08-20,23359535.0,172,153,201,149,1
69992,142,235,134,2015-01-17,23365336.0,197,172,180,201,1
69993,162,125,220,2014-05-16,23365986.0,110,144,201,137,1
69994,162,219,170,2014-06-11,23374824.0,110,197,201,180,1
69995,162,125,220,2014-09-24,23389056.0,110,144,201,137,1
69996,142,235,134,2015-08-18,23397184.0,197,172,180,201,1
69997,142,235,134,2015-03-31,23400464.0,197,172,180,201,1
69998,145,219,168,2015-11-13,23402554.0,166,197,201,180,1
69999,142,235,134,2014-11-19,23411222.0,197,172,180,201,1
70000,235,216,112,2014-04-01,23412016.0,172,153,201,149,1
70002,219,162,141,2013-03-10,23455158.0,197,110,180,201,1
70003,162,125,220,2015-04-09,23467687.0,110,144,201,137,1
70004,235,216,112,2016-09-14,23490914.0,172,153,201,149,1
70005,142,235,134,2014-07-11,23498804.0,197,172,180,201,1
70006,235,203,215,2014-05-12,23523381.0,172,124,201,149,1
70007,235,216,112,2016-05-13,23539135.0,172,153,201,149,1
70008,162,125,220,2013-10-23,23539224.0,110,144,201,137,1
70009,235,216,112,2016-04-22,23549756.0,172,153,201,149,1
70010,217,145,183,2016-07-29,23557356.0,197,166,180,201,1
70011,162,125,220,2014-10-28,23569407.0,110,144,201,137,1
70012,162,219,170,2014-06-23,23579508.0,110,197,201,180,1
70013,162,125,220,2015-05-04,23581896.0,110,144,201,137,1
70015,235,195,151,2016-06-22,23591862.0,172,117,201,174,1
70016,162,208,228,2015-04-25,23606546.0,110,181,201,149,1
70018,162,125,220,2016-07-28,23622786.0,110,144,201,137,1
70019,219,162,141,2014-05-08,23627818.0,197,110,180,201,1
70021,162,125,220,2013-10-26,23649463.0,110,144,201,137,1
70022,219,162,141,2013-11-14,23652782.0,197,110,180,201,1
70023,162,125,220,2014-01-03,23658546.0,110,144,201,137,1
70024,162,125,220,2014-09-07,23661588.0,110,144,201,137,1
70025,162,125,220,2016-10-06,23674849.0,110,144,201,137,1
70026,235,179,212,2014-07-01,23687988.0,172,132,201,132,1
70027,217,145,183,2016-06-24,23688488.0,197,166,180,201,1
70028,235,195,151,2016-10-13,23689246.0,172,117,201,174,1
70029,162,125,220,2014-05-04,23692072.0,110,144,201,137,1
70031,162,219,170,2015-03-03,23703884.0,110,197,201,180,1
70033,142,235,134,2015-05-05,23718015.0,197,172,180,201,1
70034,217,145,183,2015-07-29,23720892.0,197,166,180,201,1
70035,235,216,112,2013-11-19,23732476.0,172,153,201,149,1
70036,142,235,134,2016-03-15,23747106.0,197,172,180,201,1
70038,142,235,134,2016-04-19,23765164.0,197,172,180,201,1
70040,142,235,134,2015-03-13,23773417.0,197,172,180,201,1
70041,162,219,170,2014-04-26,23783921.0,110,197,201,180,1
70045,217,145,183,2015-03-11,23796905.0,197,166,180,201,1
70046,217,145,183,2013-01-10,23813565.0,197,166,180,201,1
70047,235,195,151,2016-06-21,23814947.0,172,117,201,174,1
70048,162,125,220,2015-02-28,23829821.0,110,144,201,137,1
70050,142,235,134,2014-07-19,23838393.0,197,172,180,201,1
70051,217,145,183,2016-03-16,23851598.0,197,166,180,201,1
70052,142,235,134,2014-06-24,23865464.0,197,172,180,201,1
70053,162,125,220,2016-06-30,23867561.0,110,144,201,137,1
70054,162,125,220,2016-03-13,23874312.0,110,144,201,137,1
70056,235,216,112,2013-12-11,23876776.0,172,153,201,149,1
70057,142,235,134,2016-05-24,23889678.0,197,172,180,201,1
70059,162,125,220,2016-11-02,23901068.0,110,144,201,137,1
70060,217,145,183,2016-09-15,23902398.0,197,166,180,201,1
70061,128,235,230,2014-04-02,23910946.0,126,172,174,201,1
